"","df.Movies","df.Horror","df.Thriller","df.Comedy","df.Romantic","df.Sci.fi","df.War","df.Fantasy.Fairy.tales","df.Animated","df.Documentary","df.Western","df.Action","cluster","Pc1","Pc2","kclust","hclust"
"650",-5,-4,-5,-5,-4,-3,-2,-2,-1,-1,-2,-1,2,0.497793757023209,-2.00174202288507,"2","3"
"651",-5,-1,-3,-3,-5,-1,-5,-2,-3,-5,-3,-2,2,0.514567654072641,-1.43132700364522,"2","3"
"652",-5,-5,-5,-5,-3,-5,-5,-5,-5,-4,-2,-5,3,-2.55279534493057,1.91562904579236,"3","2"
"653",-5,-1,-3,-5,-5,-5,-3,-5,-5,-5,-3,-5,3,-0.484186097554258,2.41454064974929,"3","2"
"654",-5,-3,-4,-4,-4,-4,-3,-2,-4,-3,-2,-3,2,-0.351468226905354,-0.629073967090209,"2","2"
"655",-5,-4,-3,-5,-1,-3,-2,-1,-1,-2,-1,-5,2,-0.834200987943593,-2.96318606343601,"2","3"
"656",-5,-5,-5,-5,-3,-2,-3,-2,-2,-4,-3,-5,2,-1.98826613651416,-1.15277593366726,"2","3"
"657",-5,-2,-3,-4,-3,-4,-4,-2,-5,-5,-2,-3,3,-0.589415488121257,-0.266309627220265,"3","2"
"658",-5,-1,-2,-5,-4,-2,-3,-4,-4,-4,-1,-3,1,1.72939048100749,0.477186438554614,"1","1"
"659",-5,-3,-3,-5,-2,-5,-2,-4,-4,-3,-2,-5,3,-0.855561181495266,0.411256039851935,"3","2"
"660",-5,-2,-3,-3,-3,-4,-4,-3,-4,-4,-4,-4,3,-1.33887978013611,-0.652240057757756,"3","3"
"661",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-1.4697946623431,0.180990544530583,"3","2"
"662",-4,-5,-5,-5,-3,-1,-3,-3,-3,-3,-1,-5,2,-0.477061105644993,-1.0155420985116,"2","3"
"663",-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-3.19456603766763,2.72279515252532,"3","2"
"664",-4,-4,-3,-3,-2,-2,-1,-1,-5,-5,-4,-3,2,-0.292443248398982,-2.05516252744692,"2","3"
"665",-5,-1,-4,-3,-2,-5,-5,-3,-3,-4,-3,-5,3,-2.34798150904106,-1.2028125520271,"3","3"
"666",-5,-3,-3,-5,-4,-4,-3,-4,-3,-2,-1,-3,1,0.650647228102165,0.10603219344882,"1","1"
"667",-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-3.19456603766763,2.72279515252532,"3","2"
"668",-4,-1,-1,-4,-3,-3,-3,-4,-2,-4,-3,-4,2,0.672405235784259,-1.3586290334739,"2","3"
"669",-5,-2,-3,-5,-5,-3,-1,-4,-5,-5,-2,-3,1,1.32236648833444,1.51370416849951,"1","1"
"670",-5,-3,-3,-5,-5,-1,-1,-4,-3,-2,-1,-2,1,2.67393656739553,-0.0672304743399888,"1","1"
"671",-5,-1,-1,-5,-3,-1,-3,-5,-5,-5,-3,-3,1,1.53414524756657,1.1603750363629,"1","1"
"672",-5,-3,-4,-5,-5,-3,-3,-3,-4,-5,-3,-4,3,-0.646027536175965,0.825348029642027,"3","2"
"673",-4,-4,-2,-4,-3,-2,-1,-5,-5,-5,-1,-2,1,2.05610095110273,0.306443797977172,"1","1"
"674",-5,-5,-4,-5,-3,-5,-3,-3,-4,-5,-5,-4,3,-2.72423710843499,0.625296714941697,"3","2"
"675",-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-3.19456603766763,2.72279515252532,"3","2"
"676",-5,-1,-4,-5,-4,-3,-2,-4,-5,-3,-1,-4,1,0.988366867957474,1.04389791710821,"1","1"
"677",-5,-3,-4,-5,-3,-4,-3,-2,-3,-2,-2,-5,2,-1.12819577784172,-0.870689544503939,"2","3"
"678",-4,-2,-4,-4,-4,-5,-5,-3,-4,-4,-1,-5,3,-1.16122911977256,-0.251425448624713,"3","2"
"679",-5,-3,-3,-5,-4,-3,-5,-5,-5,-3,-2,-4,3,-0.189083298377044,1.63123806573846,"3","2"
"680",-5,-4,-4,-5,-3,-5,-1,-5,-4,-3,-1,-3,1,0.235290127870618,1.00427641281533,"1","1"
"681",-5,-2,-2,-3,-2,-3,-1,-4,-4,-5,-1,-3,1,1.17671445325411,-0.740400388418813,"1","1"
"682",-3,-2,-4,-4,-4,-2,-3,-2,-1,-4,-3,-5,2,-0.404663034754251,-2.80714427445799,"2","3"
"683",-5,-5,-5,-5,-2,-4,-3,-3,-3,-3,-3,-4,3,-2.1080271875026,-0.508911133172269,"3","2"
"684",-5,-5,-5,-5,-2,-4,-5,-2,-2,-2,-1,-5,2,-2.45120246728621,-1.50389154729219,"2","3"
"685",-4,-2,-4,-2,-4,-2,-4,-2,-4,-2,-4,-2,2,0.218703469226667,-2.34932805204821,"2","3"
"686",-3,-3,-4,-4,-5,-3,-3,-2,-3,-3,-3,-3,2,0.271081756868818,-1.78331389112132,"2","3"
"687",-5,-3,-4,-3,-4,-5,-3,-5,-3,-2,-2,-5,3,-0.840370457928872,0.0391248515860192,"3","2"
"688",-5,-4,-5,-4,-1,-1,-5,-3,-3,-3,-4,-5,2,-2.50267382341101,-1.44991447307709,"2","3"
"689",-5,-1,-1,-4,-3,-4,-4,-3,-4,-5,-3,-3,1,0.0180022985758723,-0.305952907518858,"1","1"
"690",-5,-4,-4,-5,-4,-2,-5,-3,-5,-1,-2,-5,3,-0.706397753130436,0.484229809103102,"3","2"
"691",-5,-4,-4,-5,-1,-2,-5,-2,-3,-4,-2,-5,2,-2.1206983625997,-1.34553447457118,"2","3"
"692",-5,-3,-3,-5,-4,-4,-2,-4,-5,-4,-1,-4,1,0.435182095793742,1.31292969269552,"1","1"
"693",-5,-3,-4,-5,-4,-1,-2,-3,-2,-2,-1,-2,2,1.63272727415306,-1.21093811360208,"2","1"
"694",-5,-5,-4,-5,-5,-2,-2,-5,-5,-3,-2,-5,1,0.141968187983691,1.93336512898633,"1","1"
"695",-2,-2,-2,-3,-3,-2,-2,-4,-5,-4,-1,-2,1,2.67892690819598,-1.69576401112351,"1","1"
"696",-5,-1,-2,-5,-4,-4,-4,-4,-4,-5,-4,-5,3,-0.902621920133071,1.12839326301839,"3","3"
"697",-5,-5,-5,-5,-2,-3,-2,-5,-5,-4,-2,-5,3,-1.30289699601274,1.35524299045684,"3","2"
"698",-4,-3,-1,-5,-5,-3,-5,-2,-2,-4,-2,-5,2,-0.160594850502238,-1.13709999100028,"2","3"
"699",-5,-3,-5,-5,-4,-5,-4,-5,-5,-4,-4,-5,3,-2.22701845215329,2.19372053239351,"3","2"
"700",-4,-3,-4,-4,-3,-4,-3,-3,-3,-5,-2,-2,2,-0.256911849739029,-1.18264957955554,"2","3"
"701",-5,-2,-1,-4,-4,-1,-4,-1,-1,-2,-1,-4,2,1.20693140715415,-2.96447793137953,"2","3"
"702",-5,-2,-1,-5,-4,-2,-5,-1,-2,-3,-1,-5,2,0.214801754596334,-1.73696809202315,"2","3"
"703",-5,-1,-5,-5,-3,-3,-4,-4,-3,-5,-5,-5,3,-2.17888116700551,0.427870759593195,"3","3"
"704",-5,-5,-1,-5,-4,-4,-5,-4,-5,-5,-2,-1,3,0.282696504598133,1.27250804717225,"3","2"
"705",-3,-3,-2,-4,-5,-3,-3,-4,-5,-1,-4,-3,1,1.31487379466173,-0.241195877380022,"1","1"
"706",-3,-5,-5,-5,-1,-2,-4,-3,-4,-5,-4,-5,3,-2.45474100137444,-1.10164830296833,"3","2"
"707",-4,-1,-1,-4,-2,-2,-2,-3,-2,-5,-1,-2,2,2.03082059958523,-2.35818158470295,"2","3"
"708",-5,-1,-2,-5,-5,-3,-3,-3,-2,-3,-4,-2,2,0.954959876173923,-0.577234799079198,"2","3"
"709",-5,-3,-5,-5,-4,-5,-3,-5,-5,-3,-3,-5,3,-1.46001769454633,2.01284773918652,"3","2"
"710",-3,-2,-2,-4,-2,-3,-3,-3,-4,-2,-2,-3,2,1.11924617468368,-1.98633831380457,"2","3"
"711",-4,-5,-4,-5,-3,-2,-2,-3,-2,-5,-1,-5,2,-0.533132133566791,-1.14740961792105,"2","3"
"712",-5,-1,-3,-4,-2,-1,-1,-5,-5,-5,-4,-3,1,0.932696754875865,0.5053434737875,"1","1"
"713",-5,-2,-2,-4,-4,-1,-3,-4,-4,-3,-2,-2,1,1.96765752457225,-0.218062844850891,"1","1"
"714",-4,-1,-2,-4,-4,-3,-2,-4,-2,-2,-2,-1,1,2.49338470300782,-1.59994091562084,"1","1"
"715",-5,-4,-5,-4,-3,-2,-4,-2,-3,-3,-2,-5,2,-1.5548673992857,-1.33080814650277,"2","3"
"716",-5,-3,-4,-5,-3,-5,-3,-4,-4,-2,-2,-5,3,-1.09141368132976,0.620330458793505,"3","2"
"717",-5,-3,-2,-5,-5,-5,-2,-2,-2,-5,-1,-2,2,0.73119404359289,-0.634814498413461,"2","3"
"718",-3,-1,-1,-4,-3,-2,-1,-5,-5,-5,-2,-3,1,2.61633615993999,-0.161615706359284,"1","1"
"719",-5,-2,-2,-5,-3,-2,-2,-2,-2,-4,-2,-3,2,0.883834404584262,-1.5754724828707,"2","3"
"720",-5,-3,-4,-4,-3,-4,-4,-3,-3,-4,-3,-4,3,-1.61102893044481,-0.625115124518129,"3","3"
"721",-5,-1,-3,-5,-4,-4,-4,-3,-3,-4,-5,-5,3,-1.57393254252282,0.163794529086759,"3","3"
"722",-5,-2,-2,-5,-4,-4,-4,-4,-4,-3,-3,-3,1,0.174069115459711,0.703306906708417,"1","1"
"723",-4,-1,-3,-5,-4,-1,-5,-5,-5,-5,-5,-4,1,-0.189166609916774,1.24733563114923,"1","1"
"724",-5,-5,-4,-5,-3,-2,-1,-4,-5,-2,-1,-4,1,0.66011285522925,0.634592475532111,"1","1"
"725",-5,-4,-3,-4,-4,-3,-2,-5,-5,-2,-2,-2,1,1.29283270967356,0.874966239065474,"1","1"
"726",-4,-4,-5,-4,-3,-1,-2,-4,-3,-2,-1,-3,2,0.965036330627083,-1.33542153938528,"2","3"
"727",-3,-3,-3,-5,-2,-2,-2,-3,-5,-2,-2,-4,1,0.928535284533515,-1.07776143115871,"1","1"
"728",-5,-2,-3,-5,-3,-2,-5,-4,-4,-5,-2,-3,1,-0.0939757893253446,0.458094720418483,"1","1"
"729",-5,-5,-3,-5,-5,-1,-4,-3,-2,-5,-3,-5,2,-0.931092433140837,-0.157107143765361,"2","3"
"730",-5,-2,-2,-5,-5,-4,-4,-5,-5,-3,-1,-2,1,1.54879222805122,1.7374517064184,"1","1"
"731",-5,-3,-3,-5,-5,-5,-2,-2,-4,-4,-2,-3,2,0.0612068205622397,0.285038917410997,"2","2"
"732",-5,-1,-2,-5,-5,-3,-3,-5,-5,-4,-1,-2,1,2.19143852349006,1.70063998427871,"1","1"
"733",-3,-1,-2,-3,-4,-4,-2,-1,-2,-1,-1,-3,2,1.84420784290328,-3.78618508630777,"2","3"
"734",-5,-1,-3,-4,-5,-2,-2,-5,-5,-3,-2,-3,1,1.95708024997065,1.15810136279035,"1","1"
"735",-5,-1,-4,-5,-2,-3,-1,-5,-5,-5,-1,-4,1,0.649811379824614,1.17770281974573,"1","1"
"736",-5,-5,-5,-5,-5,-2,-5,-3,-3,-5,-2,-5,3,-1.78419671002274,0.446945864481145,"3","3"
"737",-5,-3,-5,-5,-2,-5,-5,-3,-3,-4,-2,-5,3,-2.74719025140776,-0.255301677603545,"3","2"
"738",-4,-3,-3,-5,-5,-3,-2,-2,-2,-3,-1,-4,2,0.889578438369917,-1.36842852652625,"2","3"
"739",-5,-3,-4,-5,-3,-4,-4,-4,-4,-5,-4,-5,3,-2.19539598778053,0.977643002751223,"3","2"
"740",-5,-2,-3,-3,-2,-4,-3,-3,-2,-4,-4,-5,2,-1.73128578708074,-1.75765130919765,"2","3"
"741",-5,-4,-4,-5,-3,-4,-4,-5,-5,-3,-3,-4,3,-1.25196955275245,1.54804797978082,"3","2"
"742",-5,-4,-4,-5,-1,-2,-5,-4,-4,-4,-2,-4,3,-1.46231516042005,-0.0514128714123823,"3","2"
"743",-5,-4,-4,-4,-3,-5,-4,-4,-4,-4,-2,-4,3,-1.6061460717398,0.393130902945717,"3","2"
"744",-5,-5,-4,-5,-4,-3,-4,-5,-4,-4,-3,-5,3,-1.50552435912001,1.51621741403117,"3","2"
"745",-5,-4,-3,-5,-2,-4,-4,-5,-4,-2,-1,-4,3,-0.442283956206371,0.584146123925342,"3","2"
"746",-5,-3,-5,-5,-4,-5,-4,-5,-5,-3,-3,-4,3,-1.42690703296949,1.94585370665194,"3","2"
"747",-5,-4,-4,-4,-3,-4,-5,-2,-3,-2,-4,-2,2,-1.58394900046081,-1.42341543730645,"2","3"
"748",-3,-1,-3,-4,-2,-4,-5,-2,-3,-4,-4,-4,2,-1.34260650114055,-2.33746903120895,"2","3"
"749",-5,-1,-2,-5,-3,-2,-2,-3,-4,-4,-2,-4,1,1.03049089065715,-0.167879421006299,"1","1"
"750",-5,-2,-2,-4,-4,-1,-5,-5,-5,-5,-2,-2,1,1.25293630874886,0.978509958819139,"1","1"
"751",-5,-3,-3,-4,-4,-2,-2,-3,-4,-2,-2,-2,1,1.46867769983728,-0.648432443915401,"1","3"
"752",-5,-2,-3,-5,-4,-2,-3,-4,-5,-4,-2,-4,1,0.621010936011559,1.11040945100204,"1","1"
"753",-5,-2,-4,-4,-3,-4,-3,-2,-3,-3,-2,-4,2,-0.761577953392545,-1.30525063743583,"2","3"
"754",-5,-4,-3,-5,-3,-5,-5,-3,-3,-5,-2,-4,3,-1.92003321135808,0.0339290617576879,"3","2"
"755",-5,-4,-4,-4,-4,-2,-3,-2,-3,-2,-1,-4,2,0.0889824459482857,-1.34633178121779,"2","3"
"756",-5,-2,-3,-5,-4,-5,-5,-4,-5,-4,-2,-4,3,-0.846835590080825,1.48298970124479,"3","2"
"757",-5,-1,-3,-3,-3,-1,-5,-3,-4,-5,-1,-5,2,-0.107773140695777,-0.911008066193011,"2","2"
"758",-5,-4,-4,-5,-4,-2,-4,-4,-4,-2,-2,-4,3,-0.173625847252519,0.530845028396456,"3","2"
"759",-5,-5,-5,-5,-1,-4,-2,-2,-2,-4,-2,-5,2,-2.41088258094429,-1.54952330677313,"2","3"
"760",-5,-4,-4,-4,-4,-3,-3,-2,-3,-2,-1,-5,2,-0.532618659719393,-1.14943338107915,"2","3"
"761",-5,-2,-1,-5,-5,-1,-5,-5,-5,-5,-2,-2,1,1.8173234232747,1.67151285570737,"1","1"
"762",-5,-1,-3,-5,-5,-1,-1,-4,-4,-1,-1,-3,1,2.99422050827952,0.271148134457634,"1","1"
"763",-5,-2,-3,-5,-5,-5,-2,-5,-4,-2,-1,-4,1,0.961476227926605,1.44822797712809,"1","1"
"764",-5,-1,-2,-5,-5,-3,-1,-5,-5,-4,-1,-5,1,1.79448173257941,1.91875493445191,"1","1"
"765",-5,-5,-5,-2,-1,-5,-4,-1,-2,-1,-1,-5,2,-2.69567676033085,-3.61463327743677,"2","3"
"766",-5,-4,-5,-5,-5,-1,-4,-4,-1,-4,-2,-2,2,0.163187326649016,-0.515265939655467,"2","3"
"767",-5,-2,-2,-5,-3,-5,-4,-2,-2,-1,-2,-5,2,-0.770069351039005,-1.4110524378633,"2","3"
"768",-5,-2,-3,-5,-3,-2,-3,-3,-4,-4,-1,-3,1,0.84047290723138,-0.206794965385233,"1","1"
"769",-2,-3,-2,-4,-3,-2,-3,-3,-2,-4,-3,-2,2,1.23308021068161,-2.92651365925096,"2","3"
"770",-5,-2,-3,-5,-5,-4,-4,-5,-5,-4,-2,-2,1,0.758010002198364,1.93516007101791,"1","1"
"771",-5,-4,-4,-3,-2,-2,-3,-2,-2,-3,-2,-3,2,-0.584640223227247,-2.72161492230069,"2","3"
"772",-4,-2,-3,-2,-3,-2,-4,-3,-2,-3,-3,-2,2,0.463424746286718,-3.00161501029932,"2","3"
"773",-4,-2,-4,-5,-5,-4,-4,-4,-3,-2,-1,-5,3,0.050067502341955,0.117102486144845,"3","3"
"774",-5,-2,-4,-5,-5,-4,-5,-2,-2,-4,-2,-4,2,-1.11490461549863,-0.579578226949249,"2","3"
"775",-3,-2,-2,-5,-1,-5,-5,-3,-4,-4,-3,-3,3,-0.892015751040714,-1.27723592707683,"3","3"
"776",-5,-2,-3,-4,-5,-3,-2,-4,-4,-3,-1,-3,1,1.56702137429111,0.353618493783112,"1","1"
"777",-5,-3,-4,-5,-4,-5,-5,-4,-4,-5,-3,-5,3,-2.24827437032825,1.3527232224235,"3","2"
"778",-5,-5,-3,-3,-1,-4,-5,-5,-5,-5,-1,-2,3,-0.960438954325021,0.115800095479391,"3","2"
"779",-4,-2,-2,-5,-5,-2,-2,-5,-5,-3,-2,-4,1,1.99598532286007,1.22481481499011,"1","1"
"780",-5,-3,-4,-3,-4,-3,-2,-3,-2,-4,-3,-3,2,-0.255038361590541,-1.46084202373819,"2","3"
"781",-3,-4,-2,-2,-2,-4,-4,-4,-3,-2,-2,-3,2,0.131837435198347,-2.65632666159909,"2","3"
"782",-5,-1,-4,-5,-5,-2,-4,-5,-5,-5,-2,-5,1,0.0802844516707716,2.08905876568709,"1","1"
"783",-4,-1,-1,-4,-4,-1,-4,-4,-4,-5,-1,-5,1,1.44840977990688,-0.261572947726876,"1","1"
"784",-4,-2,-3,-4,-3,-2,-4,-2,-3,-4,-2,-3,2,0.258786881344279,-1.96563534077179,"2","3"
"785",-5,-2,-3,-2,-2,-2,-2,-3,-4,-4,-3,-4,2,-0.0939750159550952,-1.67728872930582,"2","3"
"786",-5,-1,-4,-3,-2,-4,-4,-4,-3,-3,-3,-2,2,-0.478636559121194,-1.24368486006376,"2","3"
"787",-5,-4,-4,-5,-4,-4,-3,-4,-5,-2,-3,-2,3,-0.0398720975170277,1.0537504593862,"3","2"
"788",-5,-1,-4,-4,-2,-2,-3,-1,-1,-1,-2,-3,2,0.190986134918725,-3.53753120658989,"2","3"
"789",-5,-3,-4,-4,-3,-3,-4,-1,-2,-3,-4,-4,2,-1.80024450772821,-2.20333783747363,"2","3"
"790",-5,-5,-3,-4,-5,-3,-3,-5,-4,-4,-2,-3,1,0.292316223887458,1.09851136606768,"1","1"
"791",-3,-5,-3,-4,-2,-2,-3,-3,-3,-3,-1,-3,2,0.535963758950801,-2.32528306437713,"2","3"
"792",-4,-3,-2,-3,-3,-3,-2,-3,-3,-1,-2,-3,2,1.25926712210189,-2.24177606386295,"2","3"
"793",-5,-3,-4,-5,-5,-1,-2,-3,-3,-5,-1,-5,1,0.457108510304938,0.145781392919623,"1","3"
"794",-5,-4,-4,-5,-3,-2,-3,-5,-5,-4,-2,-2,1,0.441290945534485,1.22432103659214,"1","1"
"795",-5,-3,-5,-5,-2,-1,-5,-5,-5,-4,-1,-1,1,0.445060621746644,0.741565002823207,"1","1"
"796",-5,-4,-4,-4,-2,-2,-2,-3,-3,-5,-1,-5,2,-0.738779745269249,-1.00292866832845,"2","3"
"797",-5,-2,-3,-5,-5,-4,-4,-5,-5,-3,-1,-4,1,0.565915018111217,1.93967390058842,"1","1"
"798",-5,-5,-4,-5,-5,-3,-2,-5,-5,-5,-2,-3,1,0.195631014931569,2.1288255241085,"1","1"
"799",-3,-2,-4,-1,-4,-4,-4,-4,-4,-3,-3,-3,3,-0.0566616955350661,-1.92156474237253,"3","3"
"800",-5,-3,-2,-5,-5,-2,-3,-5,-5,-3,-2,-3,1,1.57388103952097,1.64955000405693,"1","1"
"801",-5,-4,-4,-3,-4,-4,-5,-5,-4,-3,-4,-5,3,-2.07036818661819,0.63948668570927,"3","2"
"802",-5,-1,-1,-5,-4,-3,-1,-5,-4,-2,-1,-3,1,2.8023000677689,0.737665214220062,"1","1"
"803",-5,-3,-4,-4,-4,-4,-4,-4,-4,-4,-2,-2,3,-0.216475066195447,0.363171405577573,"3","2"
"804",-5,-1,-1,-5,-5,-2,-2,-5,-3,-2,-1,-2,1,3.28368971273853,0.396863726000561,"1","1"
"805",-4,-2,-3,-4,-4,-3,-3,-4,-3,-3,-3,-4,2,0.267438180990083,-0.655859955248114,"2","1"
"806",-5,-1,-3,-5,-5,-4,-2,-4,-5,-3,-5,-5,3,-0.330739482236654,1.64334682280183,"3","2"
"807",-5,-1,-5,-4,-2,-5,-1,-5,-4,-5,-1,-5,3,-0.6696291327975,0.633333897380465,"3","2"
"808",-5,-1,-2,-3,-4,-2,-3,-3,-3,-2,-1,-4,1,1.48157962740202,-1.48804748145697,"1","3"
"809",-5,-5,-4,-5,-3,-3,-4,-4,-2,-3,-4,-4,3,-1.81669458473264,-0.29440150473268,"3","3"
"810",-5,-4,-4,-5,-4,-5,-4,-5,-5,-3,-1,-5,3,-1.02705388077788,1.95185361649794,"3","2"
"811",-3,-4,-4,-4,-2,-5,-5,-3,-5,-2,-4,-5,3,-2.34178780345177,-0.904563961909845,"3","3"
"812",-5,-1,-4,-4,-3,-5,-5,-5,-5,-3,-3,-5,3,-1.551587699229,1.22141634014638,"3","2"
"813",-4,-2,-2,-3,-4,-3,-3,-4,-4,-2,-1,-3,1,1.74888109600514,-0.975010265525377,"1","3"
"814",-5,-4,-3,-5,-5,-4,-2,-5,-5,-4,-3,-3,1,0.286365257351172,2.08804722583966,"1","1"
"815",-5,-5,-5,-4,-2,-5,-3,-2,-4,-2,-2,-5,3,-2.34140870366774,-0.941683158782429,"3","3"
"816",-4,-2,-3,-5,-4,-5,-4,-5,-5,-4,-4,-4,3,-0.798255490628293,1.54992757776415,"3","2"
"817",-5,-1,-4,-4,-4,-4,-3,-4,-5,-4,-2,-4,1,-0.087773022215984,0.894015372057582,"1","1"
"818",-4,-2,-4,-4,-5,-2,-3,-5,-3,-4,-2,-4,1,0.744215237920553,0.102868170922532,"1","3"
"819",-4,-1,-4,-5,-1,-3,-1,-3,-3,-5,-1,-5,2,-0.0579853095206844,-1.30369420109726,"2","3"
"820",-4,-4,-4,-5,-4,-4,-4,-3,-2,-3,-2,-5,2,-1.26674083507252,-0.849209129644249,"2","3"
"821",-4,-5,-5,-5,-4,-3,-2,-2,-2,-3,-2,-2,2,-0.0526294098627016,-1.64916394151172,"2","3"
"822",-4,-5,-4,-4,-3,-2,-5,-5,-5,-4,-2,-4,3,-0.80374232543101,0.556341796412309,"3","2"
"823",-5,-5,-4,-5,-4,-4,-5,-4,-4,-5,-3,-4,3,-2.05192743801195,1.22058218165172,"3","2"
"824",-3,-3,-4,-4,-4,-1,-1,-3,-4,-5,-2,-1,1,2.07625934775649,-1.37078238105406,"1","1"
"825",-5,-5,-5,-5,-1,-5,-5,-5,-5,-5,-1,-4,3,-2.51904108729016,1.35181593523047,"3","2"
"826",-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-5,3,-2.57275660546939,2.64625792154583,"3","2"
"827",-5,-5,-1,-5,-5,-1,-3,-5,-5,-1,-2,-1,1,2.73931218467567,1.14837100392355,"1","1"
"828",-5,-4,-4,-5,-1,-5,-5,-4,-5,-5,-5,-5,3,-3.68953892557229,1.0557861386208,"3","2"
"829",-5,-3,-3,-5,-3,-4,-4,-3,-4,-4,-2,-4,3,-0.893150445301954,0.190655097530653,"3","2"
"830",-5,-3,-4,-5,-4,-4,-5,-5,-5,-2,-2,-5,3,-0.973619443143069,1.73663356469127,"3","2"
"831",-5,-5,-4,-5,-5,-4,-5,-5,-5,-3,-3,-4,3,-1.31280675472028,2.16444844714962,"3","2"
"832",-4,-2,-2,-4,-2,-4,-2,-4,-4,-4,-2,-4,1,0.365916413530899,-0.629395533994513,"1","1"
"833",-5,-3,-4,-5,-5,-5,-4,-4,-4,-4,-1,-4,3,-0.614926083421186,1.3328993961807,"3","2"
"834",-4,-5,-3,-5,-3,-4,-2,-5,-5,-5,-3,-1,1,0.369911038213999,1.05140398342895,"1","1"
"835",-5,-3,-4,-5,-4,-4,-3,-3,-3,-5,-2,-4,3,-0.917989803393441,0.171926053420679,"3","2"
"836",-5,-3,-4,-4,-4,-3,-2,-3,-5,-5,-3,-3,1,-0.193354102376737,0.441597379326619,"1","1"
"837",-5,-1,-3,-5,-5,-3,-3,-4,-5,-4,-3,-4,1,0.45657501412143,1.51251536940094,"1","1"
"838",-5,-4,-5,-4,-4,-3,-4,-3,-2,-3,-3,-2,2,-0.87684113731209,-1.1263005719135,"2","3"
"839",-5,-2,-3,-5,-3,-3,-2,-5,-5,-3,-2,-4,1,0.691710861395083,1.26401636078874,"1","1"
"840",-5,-2,-3,-5,-4,-3,-5,-5,-5,-4,-2,-5,3,-0.465662914786029,1.80845759630686,"3","2"
"841",-5,-3,-5,-3,-3,-2,-2,-2,-2,-3,-2,-3,2,-0.171087259353451,-2.45371356303364,"2","3"
"842",-5,-5,-5,-4,-3,-5,-3,-3,-4,-2,-2,-3,3,-1.3250535554794,-0.35960842140524,"3","2"
"843",-4,-1,-1,-4,-1,-4,-2,-2,-3,-2,-1,-3,2,1.30617734927745,-2.73077374435007,"2","3"
"844",-5,-4,-2,-5,-4,-1,-1,-5,-5,-1,-1,-2,1,2.98124451218376,0.878108845119516,"1","1"
"845",-4,-5,-2,-3,-2,-1,-1,-3,-3,-3,-1,-2,2,1.81335939850877,-2.5745919049909,"2","3"
"846",-5,-3,-4,-4,-5,-2,-2,-4,-5,-1,-1,-2,1,2.03882558947434,0.416604955202521,"1","1"
"847",-4,-1,-1,-3,-3,-2,-2,-4,-3,-5,-2,-1,1,2.45455606922358,-1.65275779181596,"1","1"
"848",-3,-1,-1,-5,-5,-1,-3,-5,-3,-3,-3,-3,1,2.65109012566666,-0.331340579069233,"1","1"
"849",-5,-2,-4,-5,-2,-3,-4,-2,-2,-5,-4,-4,2,-1.98081687526573,-1.3578074410999,"2","3"
"850",-5,-4,-5,-4,-1,-4,-4,-1,-1,-4,-3,-5,2,-3.32015418457609,-2.86425896735571,"2","3"
"851",-4,-4,-4,-4,-3,-5,-3,-4,-4,-4,-3,-4,3,-1.37683812341853,-0.0450838760519485,"3","2"
"852",-5,-1,-1,-5,-5,-1,-2,-5,-5,-2,-1,-2,1,3.70914335057303,1.17305302738246,"1","1"
"853",-5,-3,-3,-3,-3,-3,-3,-5,-5,-5,-1,-3,1,0.469609692428367,0.555021336158973,"1","1"
"854",-5,-4,-5,-4,-3,-5,-3,-3,-3,-4,-1,-4,3,-1.51649369107885,-0.539666589387048,"3","2"
"855",-5,-4,-5,-5,-3,-5,-4,-4,-5,-4,-4,-5,3,-2.79452975150336,1.4757707044917,"3","2"
"856",-5,-5,-5,-5,-5,-2,-5,-5,-5,-3,-2,-2,3,-0.0801061017118422,1.76635145534454,"3","2"
"857",-3,-4,-3,-5,-4,-1,-1,-3,-3,-2,-2,-3,1,1.94996080066985,-1.58148588548397,"1","3"
"858",-3,-5,-4,-3,-1,-2,-2,-2,-2,-2,-2,-3,2,-0.0807028973586024,-4.0339859717284,"2","3"
"859",-5,-4,-4,-5,-4,-4,-3,-3,-3,-4,-2,-4,3,-0.972145654741437,0.0788334079563098,"3","2"
"860",-5,-4,-4,-5,-3,-4,-4,-4,-5,-3,-3,-3,3,-1.05141095222585,0.997037054649511,"3","2"
"861",-5,-2,-3,-4,-5,-4,-2,-5,-5,-2,-1,-4,1,1.3013623711434,1.3364100170095,"1","1"
"862",-5,-2,-5,-5,-1,-5,-5,-1,-5,-5,-2,-5,3,-3.04350748004073,-0.490460763335185,"3","2"
"863",-4,-5,-5,-3,-5,-2,-1,-4,-4,-3,-1,-3,1,1.09913237308725,-0.514090382056927,"1","1"
"864",-5,-3,-4,-5,-3,-1,-2,-5,-5,-3,-1,-4,1,1.05031349221387,1.06655181887516,"1","1"
"865",-5,-2,-3,-5,-2,-3,-1,-4,-2,-4,-1,-4,2,0.585002935786575,-0.749683514332668,"2","3"
