"","df.Music","df.Slow.songs.or.fast.songs","df.Dance","df.Folk","df.Country","df.Classical.music","df.Musical","df.Rock","df.Metal.or.Hardrock","df.Punk","df.Hiphop..Rap","df.Reggae..Ska","df.Swing..Jazz","df.Rock.n.roll","df.Alternative","df.Latino","df.Techno..Trance","df.Opera","df.Pop","cluster","Pc1","Pc2","kclust","hclust"
"485",-5,-5,-5,-1,-1,-1,-1,-5,-1,-5,-3,-3,-1,-2,-1,-1,-2,-1,-1,1,2.45971057292595,2.26934045689423,"1","1"
"486",-5,-3,-5,-2,-2,-2,-3,-2,-1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-4,1,1.89886176323615,-0.976437051034782,"1","1"
"487",-5,-3,-3,-2,-2,-2,-3,-2,-1,-1,-4,-3,-1,-2,-1,-3,-2,-1,-2,1,2.64304268766496,-0.235324280586833,"1","1"
"488",-5,-4,-5,-2,-1,-2,-1,-3,-1,-1,-3,-1,-1,-1,-3,-3,-3,-1,-5,1,3.53868596585688,-0.64670330217618,"1","1"
"489",-5,-3,-4,-4,-2,-3,-2,-3,-2,-2,-2,-3,-1,-2,-3,-3,-2,-1,-3,1,0.979626855824476,-0.0150360673696188,"1","1"
"490",-5,-3,-3,-1,-1,-2,-1,-3,-1,-2,-2,-1,-1,-3,-2,-2,-1,-1,-3,1,2.60047390080269,1.71803471445994,"1","1"
"491",-5,-3,-3,-1,-1,-4,-3,-3,-3,-1,-2,-2,-1,-2,-1,-1,-1,-2,-3,1,1.74740255571911,1.32673640097121,"1","3"
"492",-4,-3,-3,-1,-1,-1,-1,-4,-3,-3,-3,-1,-1,-3,-4,-1,-4,-1,-2,1,2.01566689898582,2.76664268207857,"1","1"
"493",-5,-5,-5,-3,-1,-1,-3,-3,-1,-1,-3,-2,-1,-1,-2,-2,-5,-1,-3,1,3.4864133156494,-0.759533816726237,"1","1"
"494",-5,-4,-3,-4,-3,-4,-4,-4,-2,-3,-2,-2,-3,-3,-4,-5,-2,-2,-2,2,-1.6359060023096,-0.500298638056699,"2","2"
"495",-5,-3,-3,-2,-4,-3,-5,-3,-1,-2,-5,-5,-2,-2,-2,-2,-3,-2,-3,2,0.51756378570566,-1.49169191884011,"2","1"
"496",-5,-4,-4,-2,-1,-2,-5,-3,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-3,1,2.83445926039037,0.123584721642151,"1","3"
"497",-5,-3,-3,-2,-3,-2,-4,-2,-1,-1,-4,-3,-2,-4,-3,-4,-1,-2,-5,2,0.861240828333023,-1.78554148242135,"2","3"
"498",-5,-3,-4,-3,-2,-5,-2,-5,-4,-3,-3,-2,-5,-5,-3,-2,-5,-1,-5,2,-1.62365561461645,-0.615808780075754,"2","2"
"499",-5,-3,-1,-1,-1,-1,-1,-1,-1,-1,-5,-3,-2,-2,-2,-1,-3,-1,-1,1,3.55085031404064,1.69956049737814,"1","1"
"500",-5,-4,-2,-2,-1,-1,-4,-4,-3,-4,-4,-5,-3,-2,-5,-2,-5,-1,-3,3,0.198363051959851,0.819051710435002,"3","2"
"501",-3,-3,-4,-3,-1,-3,-3,-3,-2,-1,-4,-4,-4,-3,-3,-3,-4,-2,-2,2,0.494708898178657,-0.969466941963193,"2","3"
"502",-5,-4,-2,-1,-1,-3,-4,-4,-1,-1,-5,-3,-4,-4,-2,-3,-1,-1,-5,1,0.863858111650844,-0.889403303389382,"1","3"
"503",-5,-3,-4,-3,-3,-2,-2,-3,-1,-1,-2,-3,-3,-3,-1,-4,-4,-2,-5,1,1.24783710056623,-2.12467919508994,"1","3"
"504",-5,-3,-3,-3,-3,-3,-2,-4,-3,-1,-3,-2,-4,-4,-3,-4,-4,-2,-3,2,-0.645154734306803,-0.739866068789619,"2","3"
"505",-5,-5,-5,-3,-4,-4,-3,-3,-4,-2,-1,-3,-2,-1,-5,-3,-5,-1,-2,2,-0.149380580585178,-0.241945798683602,"2","3"
"506",-5,-3,-2,-1,-1,-1,-1,-4,-4,-5,-3,-4,-1,-3,-2,-1,-2,-1,-2,3,1.12353076561218,3.4130897193459,"3","2"
"507",-5,-3,-4,-1,-1,-2,-5,-1,-1,-1,-4,-1,-1,-2,-1,-5,-1,-2,-2,1,2.88744389495486,-1.14961238176016,"1","3"
"508",-5,-4,-1,-1,-1,-3,-4,-5,-5,-5,-1,-2,-1,-5,-3,-2,-2,-2,-1,3,-1.47912593505201,3.8557290554235,"3","2"
"509",-5,-3,-3,-2,-3,-3,-4,-5,-4,-3,-1,-4,-4,-5,-3,-4,-1,-2,-3,3,-2.59607473436047,0.379957257749954,"3","2"
"510",-4,-3,-3,-3,-2,-1,-5,-1,-1,-1,-4,-2,-4,-2,-2,-5,-1,-2,-4,1,1.56029571161315,-2.20948364711758,"1","3"
"511",-5,-3,-3,-3,-1,-3,-3,-1,-1,-1,-4,-2,-2,-2,-2,-5,-4,-1,-4,1,2.4457513579895,-1.98431782779632,"1","3"
"512",-5,-3,-2,-3,-1,-4,-3,-5,-3,-2,-2,-4,-3,-3,-4,-4,-1,-2,-2,3,-1.53591984982735,0.954883147344682,"3","2"
"513",-5,-3,-2,-3,-1,-5,-1,-4,-1,-4,-2,-2,-4,-1,-5,-1,-1,-3,-3,3,-0.746226615483505,1.80301041579279,"3","2"
"514",-5,-5,-1,-1,-1,-1,-3,-4,-4,-5,-1,-4,-1,-2,-1,-1,-1,-1,-1,3,1.0350213401849,4.14306969149703,"3","2"
"515",-5,-4,-4,-2,-2,-2,-2,-5,-2,-3,-4,-2,-2,-4,-3,-3,-3,-2,-5,1,0.590375003040888,-0.421809480064149,"1","1"
"516",-4,-3,-4,-2,-3,-2,-1,-4,-2,-4,-4,-3,-3,-3,-2,-5,-3,-2,-3,2,0.395118042633056,-0.545832714270132,"2","3"
"517",-5,-4,-5,-3,-4,-2,-2,-4,-3,-3,-4,-4,-2,-4,-4,-2,-3,-1,-5,2,-0.0719234542199194,-0.908324877711304,"2","3"
"518",-5,-3,-2,-1,-1,-5,-3,-4,-4,-3,-5,-5,-2,-2,-4,-1,-4,-1,-4,3,0.105883027832154,0.842715340899569,"3","3"
"519",-5,-3,-1,-4,-3,-4,-3,-4,-1,-2,-1,-1,-4,-5,-5,-4,-1,-2,-2,3,-2.36077157324545,0.690124074451722,"3","2"
"520",-4,-4,-4,-2,-3,-2,-2,-4,-4,-2,-3,-1,-4,-4,-3,-3,-3,-1,-5,2,0.29493552377466,-0.255555540317382,"2","3"
"521",-5,-3,-3,-2,-2,-1,-3,-4,-1,-5,-4,-4,-2,-2,-5,-2,-1,-1,-4,1,0.526758330309088,0.863790632505737,"1","1"
"522",-5,-3,-1,-5,-5,-2,-3,-5,-3,-4,-1,-3,-3,-4,-1,-1,-1,-2,-3,3,-2.06083080714874,1.4580581575551,"3","2"
"523",-4,-3,-3,-2,-1,-2,-2,-4,-1,-2,-2,-1,-2,-3,-2,-2,-1,-2,-5,1,1.72903177250299,0.659719764831496,"1","1"
"524",-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-1,-3,-3,-4,-1,-4,-1,-2,-4,2,-0.0798975064200512,0.207966288084595,"2","3"
"525",-4,-3,-3,-2,-2,-5,-2,-3,-2,-2,-5,-2,-3,-2,-3,-2,-4,-3,-3,1,0.604884564947389,-0.410192454664537,"1","1"
"526",-5,-4,-3,-2,-2,-3,-2,-5,-4,-2,-2,-2,-4,-5,-4,-2,-3,-2,-4,3,-1.19605408717406,0.881271725483792,"3","2"
"527",-5,-3,-3,-2,-1,-1,-1,-3,-1,-1,-3,-2,-1,-2,-1,-1,-3,-1,-5,1,3.7000960896162,0.405697251876998,"1","1"
"528",-5,-3,-5,-1,-1,-3,-2,-4,-3,-3,-4,-4,-3,-2,-3,-5,-5,-3,-3,2,0.418944507121142,-1.18772018439873,"2","3"
"529",-5,-2,-3,-2,-2,-2,-1,-4,-3,-1,-5,-2,-4,-3,-4,-4,-3,-1,-3,1,0.571231067840024,-0.109218943464712,"1","3"
"530",-5,-3,-4,-1,-1,-3,-2,-4,-1,-1,-1,-4,-5,-3,-1,-2,-5,-1,-4,1,1.20581386164131,-0.698756200086692,"1","3"
"531",-5,-3,-3,-3,-1,-5,-4,-5,-2,-3,-2,-2,-5,-3,-5,-3,-3,-2,-4,2,-1.95755167077185,-0.323440847615585,"2","3"
"532",-3,-3,-4,-1,-5,-4,-1,-5,-3,-2,-1,-4,-3,-5,-1,-4,-4,-1,-3,2,-0.735365539168599,-0.18883226337855,"2","3"
"533",-5,-3,-3,-2,-4,-5,-5,-4,-1,-1,-1,-2,-2,-1,-1,-5,-1,-5,-3,2,-0.709108604290579,-1.59491826306398,"2","3"
"534",-5,-5,-5,-4,-2,-5,-5,-5,-1,-1,-5,-5,-5,-1,-3,-5,-1,-5,-5,2,-1.60988937475895,-4.14890607855414,"2","3"
"535",-5,-1,-3,-3,-1,-5,-4,-3,-2,-2,-3,-2,-3,-3,-2,-3,-2,-5,-3,2,-1.03868014194059,-0.90381244027518,"2","3"
"536",-5,-3,-2,-1,-1,-5,-2,-4,-1,-3,-4,-1,-1,-3,-3,-2,-2,-1,-4,1,1.26200000659077,1.1110166624622,"1","1"
"537",-5,-3,-5,-4,-4,-5,-5,-4,-2,-4,-3,-4,-4,-5,-3,-3,-4,-3,-5,2,-2.87107430718053,-2.93961957015909,"2","3"
"538",-5,-2,-3,-1,-2,-1,-2,-5,-2,-1,-4,-2,-2,-4,-1,-2,-1,-1,-5,1,1.77295834069846,0.349142461342049,"1","1"
"539",-5,-4,-5,-3,-2,-3,-3,-2,-1,-3,-4,-1,-2,-4,-3,-5,-2,-1,-5,2,1.15129598299297,-2.12388311509896,"2","3"
"540",-5,-3,-4,-2,-2,-1,-1,-3,-2,-1,-4,-4,-4,-2,-2,-3,-4,-2,-3,1,1.72457866512853,-0.861194528165009,"1","1"
"541",-5,-5,-4,-4,-3,-1,-4,-1,-1,-1,-1,-2,-3,-3,-4,-3,-2,-1,-2,1,0.99809562547286,-0.643194443700131,"1","3"
"542",-4,-4,-3,-1,-1,-2,-2,-5,-5,-5,-4,-4,-3,-3,-3,-3,-2,-1,-3,3,-0.169884882000909,1.91095052732019,"3","2"
"543",-5,-3,-5,-3,-2,-2,-2,-4,-1,-1,-5,-3,-2,-2,-2,-5,-3,-2,-4,1,1.71114876299527,-2.34871731272329,"1","3"
"544",-5,-5,-4,-1,-3,-2,-3,-4,-3,-2,-4,-5,-4,-4,-2,-5,-5,-1,-5,2,0.295024593518825,-2.21926844639307,"2","3"
"545",-5,-4,-4,-3,-2,-2,-2,-3,-3,-2,-5,-2,-2,-3,-3,-2,-4,-2,-4,1,1.35890064204555,-0.599471198341375,"1","1"
"546",-5,-4,-3,-5,-3,-1,-1,-3,-1,-1,-2,-3,-3,-2,-1,-3,-1,-1,-4,1,1.57306251293435,-0.6056653709061,"1","3"
"547",-5,-3,-3,-4,-2,-4,-4,-3,-2,-2,-4,-3,-4,-3,-4,-3,-2,-3,-4,2,-1.15623144083166,-1.46919871233382,"2","3"
"548",-4,-2,-4,-4,-2,-3,-4,-4,-1,-1,-2,-4,-4,-4,-1,-4,-1,-2,-4,2,-0.585675711384228,-1.94733519214691,"2","3"
"549",-5,-3,-3,-5,-4,-3,-3,-4,-1,-4,-5,-5,-3,-5,-5,-5,-3,-4,-4,2,-2.83857581312339,-2.45193830576477,"2","3"
"550",-5,-3,-3,-3,-2,-2,-5,-5,-3,-5,-4,-4,-3,-4,-3,-3,-1,-3,-5,2,-1.81238549187163,-0.496747888922027,"2","2"
"551",-5,-3,-2,-1,-2,-1,-1,-5,-5,-3,-1,-2,-5,-5,-5,-1,-1,-1,-1,3,-1.51766235456697,4.03948693917691,"3","2"
"552",-5,-4,-5,-2,-2,-4,-3,-5,-4,-5,-5,-2,-1,-1,-1,-1,-1,-1,-5,1,1.11710190471666,0.455584730951606,"1","2"
"553",-5,-3,-3,-3,-3,-3,-3,-3,-2,-2,-5,-4,-3,-3,-3,-3,-3,-3,-4,2,-0.201943332601839,-1.55513862306174,"2","3"
"554",-4,-3,-4,-4,-2,-5,-5,-3,-2,-2,-2,-2,-1,-1,-3,-3,-3,-5,-3,2,-0.405230147913248,-1.26191153877833,"2","3"
"555",-4,-5,-3,-3,-2,-2,-2,-4,-2,-2,-4,-4,-2,-2,-1,-3,-1,-2,-5,1,1.54300649693383,-0.557568854201595,"1","1"
"556",-5,-4,-4,-2,-1,-4,-4,-2,-1,-1,-4,-2,-3,-2,-4,-4,-5,-3,-3,2,1.05861473262531,-2.01183284870578,"2","3"
"557",-5,-3,-3,-1,-3,-5,-4,-3,-1,-1,-5,-2,-4,-5,-3,-5,-1,-1,-5,2,-0.372030686927424,-2.30546977613364,"2","3"
"558",-5,-4,-5,-5,-2,-2,-5,-3,-1,-1,-3,-2,-2,-4,-1,-5,-2,-2,-4,2,0.630263944148883,-2.97130710131487,"2","3"
"559",-5,-3,-5,-2,-2,-2,-2,-3,-3,-3,-4,-4,-4,-4,-3,-3,-2,-2,-3,2,-0.126668258427038,-0.556425255055903,"2","3"
"560",-5,-3,-4,-1,-1,-1,-2,-2,-1,-1,-4,-2,-1,-2,-1,-2,-3,-1,-4,1,4.0431658857315,-0.298415072172212,"1","1"
"561",-5,-4,-4,-2,-2,-3,-2,-3,-2,-2,-4,-3,-3,-3,-3,-4,-4,-3,-3,2,0.519147128061139,-1.16230505912516,"2","3"
"562",-4,-3,-3,-2,-1,-3,-1,-4,-1,-1,-1,-1,-1,-2,-1,-2,-1,-1,-5,1,2.71453865644039,0.967129157605523,"1","1"
"563",-5,-3,-3,-2,-2,-3,-2,-5,-5,-2,-1,-3,-4,-5,-2,-4,-1,-4,-3,3,-2.17116307406961,0.782164825446865,"3","2"
"564",-4,-3,-4,-3,-2,-3,-2,-3,-2,-1,-3,-2,-2,-2,-2,-4,-3,-2,-5,1,1.61828315098897,-1.45636519932098,"1","3"
"565",-5,-3,-3,-2,-2,-2,-2,-5,-3,-4,-3,-4,-2,-3,-3,-2,-4,-1,-3,3,0.138315726039956,1.18615158326399,"3","2"
"566",-5,-3,-2,-2,-2,-4,-2,-5,-3,-3,-2,-1,-4,-4,-3,-1,-1,-4,-2,3,-1.71314034814529,2.15045117806455,"3","2"
"567",-5,-3,-5,-2,-2,-3,-2,-2,-2,-1,-5,-2,-3,-2,-3,-2,-4,-1,-2,1,2.04034797768916,-0.777074620072964,"1","1"
"568",-5,-3,-2,-2,-1,-3,-1,-5,-3,-4,-3,-5,-4,-3,-3,-2,-1,-2,-4,3,-0.848481428556884,1.48215174800778,"3","2"
"569",-5,-4,-3,-1,-1,-2,-3,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-1,-3,1,4.0195204063839,0.905779983157067,"1","1"
"570",-5,-4,-3,-2,-2,-1,-3,-4,-1,-1,-3,-4,-1,-3,-1,-1,-2,-2,-4,1,2.04325782664739,0.0917423193554359,"1","1"
"571",-5,-2,-3,-4,-4,-3,-4,-2,-1,-1,-1,-2,-3,-4,-3,-5,-1,-3,-1,2,-1.26026988958148,-1.00890813636082,"2","3"
"572",-5,-3,-1,-2,-1,-3,-1,-5,-5,-5,-5,-5,-3,-5,-5,-3,-4,-4,-2,3,-2.54487373612714,1.93896508086882,"3","2"
"573",-5,-3,-2,-1,-2,-2,-2,-5,-3,-2,-1,-1,-1,-4,-5,-1,-1,-1,-2,3,0.175721886198619,3.47522208858387,"3","2"
"574",-5,-3,-2,-1,-1,-5,-3,-2,-1,-3,-5,-4,-4,-1,-2,-2,-1,-2,-1,1,0.767268548412668,0.603150555406787,"1","1"
"575",-5,-3,-1,-2,-3,-4,-2,-5,-5,-1,-2,-2,-4,-5,-5,-4,-1,-2,-2,3,-2.63104757959019,1.76747893845246,"3","2"
"576",-4,-3,-4,-2,-3,-3,-4,-3,-3,-4,-4,-3,-3,-3,-4,-4,-4,-2,-3,2,-0.58545919294487,-0.895183947442379,"2","3"
"577",-5,-3,-3,-2,-2,-2,-3,-3,-3,-1,-2,-3,-3,-2,-2,-5,-2,-2,-3,1,0.718698611249259,-0.476670938788809,"1","3"
"578",-5,-3,-3,-3,-3,-2,-3,-3,-1,-1,-4,-4,-4,-4,-4,-4,-4,-3,-3,2,-0.514240418620492,-1.86222581767646,"2","3"
"579",-3,-1,-2,-4,-2,-5,-5,-4,-2,-2,-1,-1,-3,-2,-3,-3,-1,-5,-4,2,-1.77226033223071,-0.349530572035698,"2","3"
"580",-4,-3,-2,-2,-1,-3,-4,-4,-2,-1,-3,-2,-4,-4,-3,-4,-1,-4,-5,2,-0.638819639714758,-0.836096627541302,"2","3"
"581",-5,-4,-3,-3,-1,-3,-1,-5,-3,-3,-4,-1,-1,-3,-1,-3,-1,-1,-3,1,1.25651905938144,1.35447400284175,"1","1"
"582",-5,-3,-3,-3,-3,-3,-5,-4,-2,-1,-2,-2,-2,-3,-1,-3,-3,-2,-5,2,0.344122313544092,-1.47100403907085,"2","3"
"583",-5,-4,-2,-2,-1,-2,-2,-2,-2,-1,-2,-1,-2,-1,-5,-2,-2,-2,-1,1,1.82291878974403,2.09111603657286,"1","2"
"584",-4,-3,-3,-2,-1,-3,-3,-3,-2,-3,-3,-3,-2,-3,-1,-4,-1,-1,-4,1,1.22075097440071,-0.0909098714920615,"1","3"
"585",-5,-3,-2,-3,-3,-3,-3,-5,-5,-4,-1,-5,-3,-4,-4,-4,-1,-5,-2,3,-3.72243647301621,1.26280800818319,"3","2"
"586",-5,-3,-2,-2,-1,-2,-2,-5,-2,-5,-3,-5,-4,-5,-5,-2,-3,-1,-1,3,-1.62108926507562,2.22387757003182,"3","2"
"587",-5,-4,-4,-3,-4,-2,-4,-5,-2,-3,-5,-5,-2,-5,-2,-5,-5,-1,-5,2,-0.54049795923723,-2.81023023066431,"2","3"
"588",-5,-5,-4,-3,-2,-4,-4,-5,-5,-4,-4,-5,-4,-3,-4,-4,-4,-4,-3,2,-2.6740850525335,-0.952396921539831,"2","2"
"589",-4,-4,-4,-2,-3,-3,-3,-4,-3,-4,-3,-4,-3,-4,-3,-2,-5,-2,-4,2,-0.576279999200737,-0.416739803001618,"2","3"
"590",-5,-3,-2,-5,-5,-3,-3,-5,-4,-3,-3,-3,-3,-5,-1,-5,-1,-1,-5,2,-2.22108244320304,-1.09609173762853,"2","3"
"591",-5,-5,-5,-1,-1,-2,-3,-4,-1,-2,-4,-2,-2,-3,-2,-4,-1,-1,-5,1,2.20888824094131,-1.11116179475561,"1","3"
"592",-5,-3,-3,-2,-3,-3,-4,-3,-2,-3,-4,-3,-4,-4,-1,-4,-3,-2,-4,2,-0.276086250982964,-1.62064860116751,"2","3"
"593",-5,-4,-4,-3,-1,-3,-4,-5,-1,-5,-3,-1,-1,-2,-1,-4,-1,-1,-4,1,1.01450969217481,-0.0834342598419269,"1","3"
"594",-5,-3,-3,-1,-2,-2,-1,-4,-1,-2,-4,-2,-2,-2,-2,-4,-3,-2,-4,1,2.05711873385662,-0.269943159206818,"1","3"
"595",-5,-4,-4,-1,-2,-3,-2,-4,-1,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,2,0.030943607616713,0.310720861671581,"2","2"
"596",-5,-3,-4,-2,-2,-2,-3,-4,-4,-2,-4,-2,-4,-5,-5,-4,-2,-2,-3,2,-1.1668787659412,-0.174676289506812,"2","2"
"597",-5,-3,-2,-3,-3,-3,-3,-5,-5,-4,-4,-3,-4,-4,-4,-2,-2,-2,-4,3,-2.26688795830945,0.902395017451417,"3","2"
"598",-5,-3,-3,-2,-2,-3,-2,-3,-2,-1,-4,-3,-3,-3,-3,-4,-4,-1,-4,1,1.0827887418803,-1.10562303039688,"1","3"
"599",-5,-3,-3,-3,-4,-5,-2,-5,-4,-2,-3,-3,-5,-5,-1,-5,-4,-3,-3,2,-2.60301725498725,-1.41448088801628,"2","2"
"600",-5,-4,-4,-2,-2,-3,-5,-4,-2,-2,-5,-3,-4,-4,-4,-4,-3,-4,-5,2,-1.03986509606525,-2.51109683601407,"2","3"
"601",-5,-3,-3,-1,-1,-3,-3,-5,-3,-5,-3,-1,-1,-2,-2,-3,-1,-2,-4,3,0.666059590895839,1.54368004470882,"3","2"
"602",-5,-5,-5,-4,-1,-3,-3,-3,-1,-1,-5,-5,-3,-2,-2,-5,-2,-2,-5,2,1.22820060224424,-3.31963786282224,"2","3"
"603",-5,-3,-4,-3,-1,-2,-3,-3,-1,-2,-3,-3,-2,-2,-1,-5,-2,-1,-5,1,1.98666769989409,-1.75922365719245,"1","3"
"604",-5,-3,-3,-3,-2,-1,-1,-4,-2,-1,-4,-2,-1,-2,-1,-4,-1,-1,-1,1,2.20874096524738,0.884390041176847,"1","1"
"605",-5,-5,-5,-4,-3,-4,-2,-2,-1,-1,-2,-2,-3,-3,-2,-3,-5,-4,-2,2,0.406381702199055,-1.90219389884616,"2","3"
"606",-5,-2,-1,-3,-3,-5,-2,-5,-5,-2,-1,-1,-2,-3,-3,-3,-1,-4,-4,3,-2.09455622042226,1.53331222636663,"3","2"
"607",-5,-3,-4,-2,-1,-2,-4,-5,-1,-2,-4,-5,-2,-4,-3,-5,-2,-1,-5,2,0.350543669592641,-1.76971715236444,"2","3"
"608",-5,-4,-5,-1,-2,-4,-3,-5,-3,-4,-3,-5,-4,-4,-5,-3,-3,-2,-3,2,-1.82488326498108,-0.169335544181307,"2","2"
"609",-5,-3,-4,-2,-3,-3,-4,-4,-2,-1,-4,-3,-2,-1,-3,-2,-3,-2,-5,1,1.11689824789986,-1.389188902513,"1","1"
"610",-5,-3,-2,-2,-1,-3,-4,-4,-5,-2,-2,-2,-2,-3,-4,-2,-2,-4,-3,3,-0.981465174515726,1.55320022320483,"3","2"
"611",-5,-4,-2,-1,-1,-2,-3,-3,-1,-1,-5,-4,-1,-1,-4,-1,-4,-1,-5,1,2.99371816530209,-0.0556284464831505,"1","1"
"612",-5,-3,-3,-2,-2,-2,-2,-5,-5,-3,-4,-3,-4,-4,-5,-4,-2,-2,-3,3,-1.58543003223462,0.834605716309596,"3","2"
"613",-4,-4,-4,-3,-3,-2,-2,-4,-1,-2,-4,-5,-3,-2,-2,-2,-1,-1,-5,1,1.21114359787773,-1.01343297473593,"1","1"
"614",-4,-3,-3,-3,-4,-2,-2,-4,-2,-3,-2,-4,-2,-4,-1,-4,-1,-1,-4,2,-0.00118690777931928,-0.219211970721393,"2","3"
"615",-5,-3,-3,-4,-4,-3,-3,-4,-1,-5,-4,-5,-5,-5,-5,-4,-2,-2,-3,2,-3.04127392985703,-1.14545883931995,"2","3"
"616",-5,-3,-5,-3,-3,-1,-3,-5,-1,-1,-4,-5,-1,-3,-3,-3,-3,-1,-3,1,1.02305984229256,-1.26353288980686,"1","1"
"617",-4,-3,-2,-3,-3,-3,-4,-5,-5,-4,-1,-4,-3,-3,-2,-3,-1,-3,-2,3,-2.37428419901667,1.58973898247052,"3","2"
"618",-5,-3,-2,-4,-5,-5,-3,-3,-2,-1,-4,-5,-3,-3,-2,-2,-3,-3,-2,2,-1.38172187256625,-1.16411986827703,"2","3"
"619",-5,-3,-1,-1,-1,-4,-3,-4,-2,-1,-1,-1,-3,-3,-3,-1,-1,-1,-4,3,0.62201022582456,1.95938992041516,"3","2"
"620",-4,-3,-3,-1,-3,-3,-1,-3,-3,-2,-2,-3,-2,-2,-2,-2,-3,-1,-5,1,1.68662121401354,0.527179944838968,"1","3"
"621",-4,-3,-4,-2,-1,-5,-3,-2,-4,-2,-4,-4,-5,-3,-5,-4,-2,-4,-3,2,-1.54820102876418,-1.05285490130245,"2","3"
"622",-5,-3,-3,-5,-1,-5,-3,-4,-1,-1,-1,-1,-3,-3,-4,-3,-1,-2,-4,2,-0.760019558669877,-0.403821686959197,"2","3"
"623",-5,-3,-3,-3,-2,-5,-3,-5,-2,-2,-4,-3,-5,-4,-5,-5,-2,-2,-5,2,-2.15744697823039,-1.7335520714592,"2","3"
"624",-5,-3,-4,-2,-3,-3,-4,-4,-1,-1,-2,-1,-4,-3,-2,-2,-1,-2,-5,2,0.349655077779878,-1.06105908737891,"2","3"
"625",-4,-3,-5,-3,-3,-2,-5,-3,-2,-2,-3,-3,-3,-4,-2,-5,-2,-3,-5,2,-0.29954872166322,-2.86391520135544,"2","3"
"626",-5,-4,-4,-2,-2,-4,-1,-2,-1,-1,-4,-1,-4,-2,-4,-3,-3,-1,-4,1,1.72476650732945,-1.00541689732298,"1","3"
"627",-5,-3,-2,-4,-2,-1,-1,-2,-1,-1,-5,-5,-3,-2,-1,-2,-4,-1,-5,1,2.51218119665115,-1.38605743092095,"1","1"
"628",-5,-2,-2,-1,-3,-1,-1,-5,-3,-3,-2,-2,-3,-3,-1,-5,-5,-1,-5,1,0.903753888165149,0.0782894441904224,"1","3"
"629",-5,-4,-5,-1,-3,-2,-5,-2,-1,-1,-5,-2,-2,-3,-3,-2,-3,-1,-5,1,2.25368715599759,-2.16527277417452,"1","1"
"630",-5,-4,-1,-2,-1,-3,-3,-5,-5,-5,-3,-3,-4,-2,-4,-1,-1,-2,-1,3,-1.57600698582165,3.58430123520716,"3","2"
"631",-5,-3,-3,-2,-2,-3,-2,-4,-1,-2,-4,-3,-4,-4,-5,-3,-2,-2,-4,2,-0.451132336196249,-0.439755136597165,"2","3"
"632",-5,-4,-2,-1,-1,-4,-2,-3,-2,-2,-4,-3,-4,-3,-2,-3,-2,-2,-3,1,0.652028508375259,0.277703986910802,"1","1"
"633",-4,-3,-3,-5,-5,-5,-4,-4,-2,-1,-1,-4,-4,-4,-3,-5,-1,-4,-3,2,-3.32846059700736,-2.0496706159098,"2","3"
"634",-5,-3,-3,-4,-5,-5,-5,-2,-2,-1,-1,-2,-3,-3,-2,-4,-1,-5,-3,2,-1.99030705652112,-1.97862886835504,"2","3"
"635",-4,-3,-5,-2,-4,-5,-5,-5,-4,-3,-2,-2,-4,-5,-2,-5,-2,-4,-4,2,-3.03202734111718,-1.86727470007979,"2","2"
"636",-5,-1,-3,-2,-1,-3,-4,-4,-2,-1,-1,-1,-4,-5,-4,-4,-3,-2,-3,2,-1.00435054624831,-0.163593426749489,"2","3"
"637",-5,-5,-3,-3,-4,-4,-4,-5,-5,-3,-1,-2,-2,-5,-2,-3,-3,-4,-4,3,-2.44220545812704,0.0114673669801728,"3","2"
"638",-4,-3,-5,-2,-2,-2,-2,-4,-2,-1,-5,-2,-3,-3,-3,-3,-2,-1,-4,1,1.54820440642193,-0.944516100143638,"1","1"
"639",-5,-3,-3,-5,-1,-5,-3,-3,-1,-1,-1,-2,-5,-4,-4,-4,-1,-5,-3,2,-2.31532075658372,-1.27180016341568,"2","3"
"640",-5,-3,-1,-3,-4,-5,-3,-4,-2,-1,-3,-4,-2,-3,-4,-5,-5,-2,-2,2,-1.30557342314455,-0.809252399348265,"2","3"
"641",-2,-3,-2,-2,-2,-2,-2,-4,-4,-4,-3,-3,-3,-3,-4,-2,-1,-1,-2,3,-0.185144376332126,2.6979814336638,"3","2"
"642",-5,-3,-4,-3,-1,-5,-4,-2,-4,-3,-5,-4,-5,-2,-5,-3,-3,-5,-4,2,-1.84584780978941,-1.81762592981209,"2","3"
"643",-5,-3,-3,-3,-3,-5,-4,-4,-4,-5,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-2.29521726199897,-0.0164009853533913,"3","2"
"644",-5,-3,-2,-4,-4,-1,-1,-5,-3,-3,-1,-1,-3,-5,-5,-1,-1,-1,-1,3,-1.55290012863936,3.12463074388568,"3","2"
"645",-5,-3,-5,-5,-2,-5,-3,-3,-1,-1,-5,-1,-5,-4,-5,-5,-1,-4,-3,2,-1.83956101903107,-2.89788812622096,"2","3"
"646",-5,-3,-2,-4,-1,-5,-5,-5,-3,-4,-1,-2,-3,-3,-3,-4,-2,-5,-5,2,-2.75792617078048,-0.505003929651774,"2","2"
